OverallQual;YearBuilt;ExterQual;BsmtQual;TotalBsmtSF;GrLivArea;FullBath;KitchenQual;GarageCars;OverallGrade
5.0;1950.0;3.0;3.0;1164.0;1164.0;1.0;3.0;1.0;25.0
6.0;1910.0;3.0;3.0;485.0;1635.0;1.0;4.0;1.0;48.0
9.0;2009.0;5.0;5.0;1930.0;1940.0;2.0;5.0;3.0;45.0
6.0;1976.0;3.0;3.0;848.0;2030.0;2.0;4.0;2.0;36.0
7.0;2006.0;4.0;4.0;770.0;1576.0;2.0;4.0;2.0;35.0
8.0;1997.0;4.0;4.0;1396.0;2392.0;2.0;4.0;3.0;40.0
8.0;1882.0;4.0;3.0;916.0;1742.0;1.0;4.0;2.0;72.0
6.0;1964.0;3.0;3.0;822.0;1851.0;2.0;4.0;2.0;48.0
6.0;2005.0;3.0;4.0;750.0;1500.0;2.0;4.0;2.0;30.0
10.0;2006.0;5.0;5.0;1700.0;1718.0;2.0;5.0;3.0;50.0
4.0;1946.0;3.0;3.0;747.0;1230.0;1.0;3.0;1.0;28.0
5.0;1961.0;3.0;3.0;1050.0;1050.0;1.0;3.0;1.0;30.0
6.0;1970.0;3.0;3.0;1442.0;1442.0;2.0;3.0;2.0;36.0
3.0;1922.0;3.0;3.0;1007.0;1077.0;1.0;3.0;1.0;12.0
7.0;2006.0;4.0;4.0;1187.0;1208.0;2.0;4.0;2.0;35.0
3.0;1952.0;3.0;0.0;0.0;944.0;1.0;2.0;2.0;9.0
5.0;1920.0;3.0;2.0;691.0;691.0;1.0;5.0;1.0;30.0
8.0;2006.0;4.0;4.0;1574.0;1574.0;2.0;4.0;3.0;40.0
5.0;1976.0;3.0;3.0;1680.0;1680.0;2.0;3.0;2.0;30.0
7.0;2005.0;4.0;4.0;1346.0;1504.0;2.0;4.0;2.0;35.0
5.0;1977.0;4.0;4.0;985.0;985.0;2.0;3.0;1.0;40.0
6.0;1970.0;3.0;4.0;1657.0;1657.0;2.0;3.0;2.0;18.0
4.0;1970.0;3.0;3.0;546.0;1092.0;1.0;3.0;1.0;16.0
7.0;2004.0;4.0;5.0;1710.0;1710.0;2.0;4.0;2.0;35.0
5.0;1926.0;3.0;3.0;1008.0;1522.0;2.0;3.0;0.0;25.0
5.0;1948.0;3.0;3.0;720.0;1271.0;2.0;3.0;1.0;25.0
5.0;1965.0;3.0;0.0;0.0;1664.0;2.0;3.0;0.0;25.0
6.0;1923.0;3.0;3.0;602.0;1502.0;1.0;4.0;1.0;42.0
5.0;1910.0;3.0;3.0;1022.0;1022.0;1.0;3.0;1.0;20.0
6.0;1948.0;3.0;3.0;1082.0;1082.0;1.0;3.0;1.0;30.0
8.0;2001.0;4.0;4.0;810.0;1665.0;2.0;4.0;2.0;48.0
7.0;1996.0;4.0;4.0;1504.0;1504.0;2.0;4.0;2.0;35.0
8.0;1984.0;4.0;4.0;1220.0;1360.0;1.0;4.0;2.0;40.0
7.0;1991.0;4.0;4.0;384.0;1472.0;2.0;4.0;2.0;35.0
7.0;2005.0;4.0;4.0;1362.0;1506.0;2.0;4.0;2.0;35.0
4.0;2005.0;3.0;4.0;1132.0;1132.0;1.0;4.0;2.0;20.0
7.0;2006.0;4.0;4.0;1199.0;1220.0;2.0;4.0;2.0;35.0
5.0;1930.0;3.0;3.0;912.0;1248.0;1.0;3.0;1.0;25.0
7.0;2005.0;4.0;4.0;1346.0;1504.0;2.0;4.0;2.0;35.0
8.0;1976.0;4.0;4.0;1565.0;2898.0;2.0;4.0;2.0;48.0
5.0;1972.0;3.0;3.0;882.0;882.0;1.0;3.0;2.0;25.0
5.0;1960.0;3.0;3.0;1268.0;1264.0;1.0;3.0;2.0;25.0
8.0;2007.0;4.0;4.0;1638.0;1646.0;2.0;4.0;3.0;40.0
5.0;1941.0;3.0;3.0;768.0;1376.0;1.0;3.0;1.0;25.0
6.0;1972.0;3.0;3.0;672.0;1218.0;1.0;3.0;1.0;42.0
5.0;1916.0;3.0;3.0;686.0;1928.0;2.0;3.0;0.0;40.0
7.0;1920.0;3.0;3.0;824.0;3082.0;2.0;3.0;2.0;21.0
8.0;1993.0;4.0;4.0;1338.0;2520.0;2.0;4.0;3.0;56.0
7.0;2002.0;4.0;4.0;1654.0;1654.0;2.0;4.0;3.0;35.0
5.0;1938.0;3.0;2.0;920.0;954.0;1.0;2.0;1.0;35.0
4.0;1957.0;3.0;0.0;0.0;845.0;1.0;3.0;1.0;12.0
9.0;2007.0;4.0;5.0;1620.0;1620.0;2.0;5.0;3.0;45.0
8.0;2001.0;4.0;4.0;1055.0;2263.0;2.0;4.0;2.0;40.0
4.0;1970.0;3.0;3.0;546.0;1344.0;1.0;3.0;0.0;24.0
4.0;1970.0;3.0;4.0;630.0;630.0;1.0;3.0;1.0;16.0
5.0;1957.0;3.0;3.0;1134.0;1803.0;2.0;3.0;2.0;20.0
6.0;1966.0;3.0;3.0;800.0;1632.0;1.0;4.0;2.0;48.0
6.0;2005.0;4.0;4.0;1306.0;1306.0;2.0;4.0;2.0;30.0
7.0;1990.0;3.0;4.0;1475.0;2329.0;2.0;4.0;2.0;35.0
8.0;1981.0;4.0;4.0;2524.0;2524.0;2.0;4.0;2.0;40.0
3.0;1955.0;3.0;0.0;0.0;1733.0;2.0;3.0;2.0;15.0
9.0;2005.0;4.0;5.0;1992.0;2868.0;3.0;5.0;3.0;45.0
5.0;1994.0;3.0;4.0;990.0;990.0;1.0;3.0;2.0;25.0
5.0;1960.0;3.0;0.0;0.0;1771.0;1.0;3.0;2.0;20.0
4.0;1946.0;3.0;0.0;0.0;930.0;1.0;4.0;1.0;28.0
7.0;2007.0;4.0;4.0;1302.0;1302.0;2.0;4.0;2.0;35.0
7.0;2007.0;4.0;4.0;1316.0;1316.0;2.0;4.0;2.0;35.0
6.0;1964.0;3.0;3.0;816.0;1977.0;1.0;3.0;2.0;36.0
5.0;1957.0;3.0;3.0;1216.0;1526.0;1.0;3.0;1.0;30.0
8.0;2002.0;4.0;4.0;1065.0;1989.0;2.0;4.0;2.0;40.0
6.0;1976.0;3.0;4.0;1193.0;1523.0;2.0;3.0;2.0;30.0
7.0;2005.0;4.0;4.0;1364.0;1364.0;2.0;4.0;2.0;35.0
7.0;1994.0;4.0;4.0;973.0;1850.0;2.0;4.0;2.0;42.0
9.0;2008.0;5.0;5.0;1104.0;2184.0;2.0;5.0;3.0;45.0
6.0;1932.0;3.0;3.0;854.0;1991.0;1.0;3.0;2.0;42.0
8.0;2001.0;4.0;4.0;1338.0;1338.0;2.0;4.0;2.0;40.0
3.0;1935.0;2.0;3.0;894.0;894.0;1.0;3.0;3.0;12.0
5.0;1900.0;3.0;3.0;662.0;2337.0;2.0;3.0;2.0;25.0
6.0;1925.0;3.0;3.0;1103.0;1103.0;1.0;4.0;2.0;36.0
5.0;1966.0;3.0;3.0;1154.0;1154.0;1.0;3.0;2.0;30.0
7.0;1996.0;4.0;5.0;1306.0;2260.0;2.0;4.0;2.0;35.0
6.0;1993.0;4.0;4.0;799.0;1571.0;2.0;3.0;2.0;42.0
6.0;1964.0;3.0;3.0;780.0;1611.0;1.0;3.0;2.0;36.0
6.0;1973.0;3.0;4.0;942.0;2521.0;2.0;3.0;2.0;24.0
5.0;1949.0;3.0;3.0;845.0;893.0;1.0;4.0;2.0;35.0
5.0;1956.0;3.0;3.0;1048.0;1048.0;1.0;3.0;1.0;25.0
6.0;1968.0;3.0;3.0;727.0;1556.0;1.0;3.0;2.0;36.0
5.0;1948.0;3.0;2.0;810.0;1456.0;1.0;3.0;1.0;15.0
6.0;1977.0;3.0;3.0;690.0;1426.0;1.0;3.0;2.0;36.0
7.0;2006.0;4.0;4.0;1240.0;1240.0;2.0;4.0;3.0;35.0
7.0;1940.0;3.0;3.0;800.0;1740.0;1.0;3.0;1.0;42.0
5.0;1936.0;3.0;2.0;796.0;1466.0;2.0;4.0;2.0;40.0
5.0;1969.0;3.0;3.0;1096.0;1096.0;1.0;3.0;1.0;25.0
6.0;2004.0;4.0;4.0;848.0;848.0;1.0;4.0;2.0;30.0
5.0;1994.0;3.0;4.0;990.0;990.0;1.0;3.0;1.0;25.0
6.0;1971.0;4.0;3.0;1258.0;1258.0;2.0;4.0;2.0;42.0
5.0;1963.0;3.0;3.0;1040.0;1040.0;1.0;3.0;1.0;25.0
7.0;2002.0;4.0;4.0;1459.0;1459.0;2.0;4.0;2.0;35.0
6.0;1964.0;3.0;3.0;1251.0;1251.0;1.0;3.0;1.0;36.0
6.0;1995.0;3.0;4.0;691.0;1498.0;2.0;3.0;2.0;30.0
6.0;1992.0;3.0;4.0;936.0;996.0;1.0;4.0;2.0;36.0
4.0;1973.0;3.0;3.0;546.0;1092.0;1.0;3.0;1.0;20.0
8.0;2005.0;4.0;4.0;1082.0;1953.0;2.0;4.0;3.0;40.0
7.0;2004.0;4.0;4.0;970.0;1709.0;2.0;4.0;2.0;35.0
8.0;2005.0;4.0;4.0;1247.0;1247.0;1.0;4.0;2.0;40.0
3.0;1950.0;3.0;0.0;0.0;1040.0;2.0;3.0;2.0;12.0
7.0;1999.0;4.0;4.0;600.0;1252.0;2.0;4.0;2.0;35.0
6.0;1925.0;3.0;3.0;1181.0;1694.0;2.0;3.0;2.0;30.0
5.0;1965.0;3.0;3.0;864.0;1200.0;1.0;4.0;2.0;40.0
5.0;1956.0;3.0;3.0;936.0;936.0;1.0;3.0;1.0;35.0
6.0;2006.0;4.0;4.0;1314.0;1314.0;2.0;4.0;2.0;30.0
6.0;1914.0;3.0;3.0;684.0;1355.0;1.0;4.0;0.0;42.0
8.0;1986.0;4.0;4.0;1074.0;1088.0;1.0;4.0;2.0;40.0
4.0;1936.0;3.0;3.0;672.0;1324.0;1.0;3.0;1.0;24.0
7.0;1978.0;3.0;4.0;1271.0;1601.0;2.0;3.0;2.0;35.0
2.0;1920.0;3.0;3.0;290.0;438.0;1.0;2.0;1.0;10.0
5.0;1971.0;3.0;3.0;950.0;950.0;1.0;3.0;1.0;25.0
5.0;1960.0;3.0;3.0;1010.0;1134.0;1.0;3.0;1.0;35.0
6.0;1959.0;3.0;3.0;655.0;1194.0;1.0;3.0;2.0;36.0
5.0;1970.0;3.0;3.0;630.0;1302.0;2.0;3.0;2.0;25.0
8.0;1994.0;4.0;5.0;1463.0;2622.0;2.0;4.0;2.0;40.0
7.0;1990.0;4.0;4.0;910.0;1442.0;2.0;4.0;2.0;35.0
7.0;2006.0;4.0;5.0;868.0;2021.0;2.0;4.0;2.0;35.0
6.0;2000.0;3.0;4.0;924.0;1690.0;2.0;3.0;2.0;30.0
8.0;2004.0;4.0;5.0;1836.0;1836.0;2.0;4.0;3.0;40.0
6.0;1995.0;3.0;4.0;773.0;1658.0;2.0;3.0;2.0;30.0
7.0;1976.0;3.0;3.0;803.0;1964.0;2.0;3.0;2.0;42.0
5.0;1957.0;3.0;3.0;816.0;816.0;1.0;3.0;1.0;35.0
5.0;1953.0;3.0;3.0;1008.0;1008.0;1.0;4.0;1.0;35.0
5.0;1954.0;3.0;3.0;833.0;833.0;1.0;4.0;1.0;35.0
8.0;2007.0;4.0;5.0;1734.0;1734.0;2.0;5.0;3.0;40.0
8.0;2002.0;4.0;4.0;408.0;1419.0;2.0;4.0;2.0;40.0
5.0;1967.0;3.0;3.0;894.0;894.0;1.0;4.0;2.0;35.0
5.0;1958.0;3.0;3.0;533.0;1601.0;1.0;3.0;1.0;30.0
5.0;1959.0;3.0;3.0;1040.0;1040.0;1.0;3.0;1.0;25.0
6.0;1920.0;3.0;3.0;1012.0;1012.0;1.0;3.0;1.0;30.0
7.0;2005.0;4.0;4.0;1552.0;1552.0;2.0;4.0;3.0;35.0
4.0;1956.0;3.0;3.0;672.0;960.0;1.0;3.0;1.0;12.0
5.0;1947.0;3.0;3.0;698.0;698.0;1.0;3.0;0.0;45.0
7.0;1992.0;3.0;4.0;384.0;1482.0;2.0;4.0;2.0;35.0
4.0;1955.0;3.0;3.0;1005.0;1005.0;1.0;2.0;2.0;20.0
7.0;2007.0;4.0;4.0;1373.0;1555.0;2.0;4.0;3.0;35.0
7.0;2004.0;4.0;4.0;1530.0;1530.0;2.0;4.0;3.0;35.0
7.0;2004.0;4.0;4.0;847.0;1959.0;2.0;4.0;2.0;35.0
5.0;1980.0;3.0;4.0;936.0;936.0;1.0;3.0;2.0;25.0
4.0;1928.0;3.0;3.0;1122.0;1981.0;2.0;4.0;2.0;12.0
5.0;1991.0;3.0;4.0;974.0;974.0;1.0;3.0;0.0;25.0
6.0;1880.0;3.0;3.0;1008.0;2210.0;2.0;2.0;1.0;24.0
8.0;1995.0;4.0;4.0;1128.0;2020.0;2.0;4.0;2.0;40.0
6.0;1997.0;3.0;4.0;916.0;1600.0;2.0;3.0;2.0;30.0
6.0;1926.0;3.0;3.0;960.0;986.0;1.0;3.0;1.0;30.0
6.0;1950.0;3.0;3.0;1032.0;1252.0;1.0;3.0;1.0;30.0
5.0;1875.0;3.0;3.0;780.0;1020.0;1.0;3.0;0.0;40.0
6.0;1977.0;3.0;3.0;1567.0;1567.0;2.0;4.0;2.0;30.0
5.0;1920.0;3.0;3.0;915.0;1167.0;1.0;3.0;2.0;25.0
5.0;1951.0;3.0;3.0;952.0;952.0;1.0;3.0;2.0;35.0
5.0;1976.0;3.0;3.0;780.0;1868.0;2.0;4.0;2.0;35.0
8.0;2006.0;4.0;5.0;1466.0;2828.0;3.0;4.0;3.0;40.0
5.0;1959.0;3.0;3.0;1006.0;1006.0;1.0;3.0;0.0;15.0
4.0;1941.0;3.0;4.0;672.0;924.0;1.0;2.0;1.0;16.0
5.0;1928.0;3.0;3.0;1042.0;1576.0;1.0;3.0;1.0;30.0
6.0;1985.0;4.0;4.0;1298.0;1298.0;2.0;4.0;2.0;30.0
7.0;1941.0;3.0;3.0;704.0;1564.0;1.0;2.0;1.0;49.0
7.0;1926.0;3.0;3.0;572.0;1111.0;1.0;3.0;1.0;49.0
7.0;1920.0;3.0;3.0;650.0;1482.0;1.0;3.0;2.0;63.0
6.0;1950.0;3.0;3.0;932.0;932.0;1.0;4.0;1.0;30.0
5.0;1959.0;3.0;3.0;1466.0;1466.0;1.0;2.0;2.0;20.0
6.0;1956.0;3.0;3.0;1073.0;1811.0;1.0;5.0;2.0;42.0
6.0;1930.0;4.0;3.0;816.0;816.0;1.0;3.0;1.0;48.0
7.0;1965.0;3.0;3.0;864.0;1820.0;1.0;4.0;2.0;42.0
5.0;1976.0;4.0;4.0;1437.0;1437.0;2.0;4.0;2.0;40.0
5.0;1965.0;3.0;3.0;1219.0;1265.0;2.0;4.0;2.0;40.0
7.0;2007.0;4.0;4.0;1314.0;1314.0;2.0;4.0;2.0;35.0
8.0;2007.0;4.0;4.0;1580.0;1580.0;2.0;4.0;3.0;40.0
6.0;1974.0;4.0;3.0;901.0;1876.0;2.0;4.0;2.0;36.0
6.0;1978.0;3.0;4.0;855.0;1456.0;2.0;3.0;2.0;30.0
6.0;1954.0;4.0;3.0;1296.0;1640.0;1.0;4.0;2.0;42.0
5.0;1968.0;3.0;4.0;894.0;894.0;1.0;3.0;2.0;25.0
4.0;1969.0;3.0;4.0;1198.0;1258.0;0.0;3.0;2.0;16.0
5.0;1978.0;3.0;4.0;1360.0;1432.0;1.0;4.0;2.0;35.0
7.0;2009.0;4.0;4.0;1502.0;1502.0;2.0;4.0;2.0;35.0
8.0;2008.0;4.0;4.0;1694.0;1694.0;2.0;4.0;3.0;40.0
6.0;2000.0;3.0;4.0;959.0;1671.0;2.0;3.0;2.0;30.0
6.0;1935.0;3.0;3.0;1127.0;2108.0;2.0;4.0;2.0;42.0
10.0;1995.0;4.0;5.0;1930.0;3627.0;3.0;4.0;3.0;50.0
6.0;1977.0;3.0;3.0;1096.0;1118.0;1.0;3.0;1.0;36.0
6.0;1958.0;3.0;3.0;1261.0;1261.0;1.0;3.0;2.0;36.0
7.0;2006.0;4.0;4.0;625.0;1250.0;2.0;4.0;2.0;35.0
5.0;1946.0;3.0;3.0;1598.0;3086.0;3.0;5.0;0.0;30.0
6.0;1932.0;3.0;4.0;952.0;2345.0;2.0;3.0;2.0;48.0
8.0;1992.0;4.0;4.0;1683.0;2872.0;2.0;4.0;2.0;40.0
5.0;1984.0;3.0;3.0;876.0;923.0;1.0;3.0;1.0;25.0
6.0;1926.0;3.0;3.0;818.0;1224.0;1.0;3.0;1.0;48.0
5.0;1921.0;3.0;3.0;731.0;1343.0;1.0;3.0;1.0;30.0
5.0;1954.0;3.0;0.0;0.0;1124.0;1.0;3.0;0.0;25.0
7.0;1990.0;3.0;4.0;1216.0;2514.0;2.0;3.0;2.0;35.0
8.0;2008.0;5.0;5.0;1600.0;1652.0;2.0;4.0;2.0;40.0
10.0;1996.0;4.0;5.0;2396.0;4476.0;3.0;5.0;3.0;50.0
5.0;1920.0;3.0;3.0;1120.0;1130.0;1.0;3.0;2.0;30.0
5.0;1963.0;3.0;3.0;1572.0;1572.0;1.0;3.0;3.0;20.0
5.0;1924.0;3.0;3.0;784.0;1221.0;1.0;3.0;1.0;35.0
3.0;1900.0;3.0;2.0;978.0;1699.0;2.0;3.0;2.0;15.0
8.0;1994.0;4.0;4.0;1624.0;1624.0;2.0;4.0;3.0;40.0
7.0;2002.0;4.0;4.0;831.0;1660.0;2.0;4.0;2.0;35.0
7.0;1999.0;3.0;3.0;994.0;1804.0;2.0;4.0;2.0;35.0
4.0;1961.0;3.0;3.0;1249.0;1622.0;1.0;3.0;4.0;16.0
8.0;1999.0;4.0;4.0;776.0;1441.0;2.0;4.0;2.0;40.0
5.0;1925.0;3.0;3.0;702.0;1472.0;1.0;4.0;1.0;40.0
6.0;1999.0;3.0;5.0;1224.0;1224.0;2.0;3.0;2.0;30.0
6.0;1969.0;3.0;3.0;663.0;1352.0;1.0;3.0;1.0;42.0
6.0;2005.0;3.0;4.0;728.0;1456.0;2.0;4.0;2.0;30.0
7.0;2006.0;4.0;4.0;879.0;1863.0;2.0;4.0;3.0;35.0
7.0;1916.0;3.0;3.0;815.0;1690.0;1.0;3.0;1.0;42.0
7.0;2001.0;4.0;4.0;1212.0;1212.0;2.0;4.0;2.0;35.0
4.0;1963.0;3.0;3.0;1051.0;1382.0;1.0;3.0;2.0;20.0
4.0;1970.0;3.0;3.0;864.0;864.0;1.0;3.0;1.0;20.0
7.0;1998.0;3.0;4.0;866.0;1779.0;2.0;4.0;2.0;35.0
5.0;1925.0;3.0;3.0;884.0;1348.0;1.0;3.0;1.0;40.0
7.0;2000.0;4.0;4.0;1630.0;1630.0;2.0;4.0;2.0;35.0
5.0;1975.0;3.0;4.0;1056.0;1074.0;1.0;3.0;2.0;30.0
7.0;1990.0;4.0;4.0;2158.0;2196.0;2.0;4.0;3.0;49.0
4.0;1966.0;3.0;3.0;1056.0;1056.0;1.0;3.0;1.0;16.0
6.0;2003.0;4.0;4.0;1682.0;1700.0;2.0;4.0;2.0;30.0
5.0;1962.0;3.0;3.0;931.0;1283.0;1.0;3.0;2.0;35.0
8.0;2006.0;4.0;5.0;1660.0;1660.0;2.0;4.0;2.0;40.0
6.0;1992.0;4.0;4.0;1055.0;1845.0;2.0;4.0;2.0;30.0
8.0;1988.0;4.0;4.0;559.0;1752.0;2.0;3.0;2.0;56.0
4.0;1941.0;3.0;3.0;672.0;672.0;1.0;3.0;1.0;24.0
4.0;1965.0;3.0;3.0;648.0;960.0;0.0;3.0;1.0;36.0
5.0;1962.0;3.0;3.0;925.0;999.0;1.0;3.0;1.0;25.0
5.0;1966.0;3.0;3.0;894.0;894.0;1.0;3.0;1.0;25.0
6.0;1978.0;3.0;0.0;0.0;1902.0;2.0;3.0;2.0;30.0
8.0;2009.0;4.0;4.0;1300.0;1314.0;2.0;4.0;2.0;40.0
4.0;1947.0;3.0;0.0;0.0;912.0;1.0;3.0;0.0;20.0
6.0;1971.0;3.0;3.0;672.0;1218.0;1.0;3.0;0.0;30.0
5.0;1964.0;3.0;3.0;912.0;912.0;1.0;3.0;1.0;25.0
5.0;1968.0;3.0;3.0;952.0;1211.0;1.0;3.0;1.0;25.0
6.0;1949.0;3.0;3.0;1040.0;1846.0;2.0;3.0;1.0;36.0
5.0;1951.0;3.0;3.0;2136.0;2136.0;2.0;3.0;2.0;15.0
7.0;2004.0;4.0;4.0;788.0;1490.0;2.0;4.0;2.0;35.0
6.0;1958.0;3.0;3.0;588.0;1138.0;1.0;3.0;1.0;48.0
6.0;2007.0;4.0;4.0;894.0;1933.0;2.0;4.0;3.0;30.0
5.0;1965.0;3.0;3.0;912.0;912.0;1.0;4.0;2.0;40.0
9.0;2008.0;5.0;5.0;1702.0;1702.0;1.0;5.0;3.0;45.0
5.0;1960.0;3.0;3.0;1075.0;1507.0;2.0;3.0;1.0;25.0
5.0;1977.0;3.0;4.0;1361.0;2620.0;2.0;3.0;2.0;25.0
5.0;1962.0;3.0;3.0;1106.0;1190.0;1.0;3.0;2.0;30.0
4.0;1962.0;3.0;0.0;0.0;1224.0;2.0;3.0;2.0;20.0
5.0;1959.0;3.0;3.0;1188.0;1188.0;1.0;3.0;2.0;25.0
5.0;1911.0;3.0;3.0;940.0;1964.0;1.0;3.0;0.0;30.0
5.0;1914.0;3.0;4.0;747.0;1784.0;1.0;3.0;1.0;25.0
7.0;2003.0;4.0;4.0;764.0;1626.0;2.0;4.0;2.0;35.0
7.0;2004.0;4.0;4.0;847.0;1948.0;2.0;4.0;2.0;35.0
6.0;2005.0;4.0;4.0;1141.0;1141.0;1.0;3.0;2.0;30.0
8.0;2006.0;4.0;4.0;1476.0;1484.0;2.0;5.0;2.0;40.0
7.0;2003.0;4.0;4.0;884.0;1768.0;2.0;4.0;2.0;35.0
7.0;2007.0;4.0;4.0;1689.0;1689.0;2.0;4.0;3.0;42.0
7.0;1974.0;3.0;4.0;1053.0;1173.0;2.0;4.0;2.0;42.0
10.0;2006.0;5.0;5.0;2076.0;2076.0;2.0;5.0;3.0;50.0
8.0;1929.0;3.0;4.0;792.0;1517.0;1.0;4.0;2.0;56.0
6.0;1984.0;3.0;4.0;585.0;1868.0;3.0;3.0;2.0;42.0
7.0;2005.0;4.0;4.0;756.0;1553.0;2.0;4.0;2.0;35.0
6.0;1976.0;3.0;3.0;1012.0;1034.0;1.0;3.0;3.0;30.0
6.0;1917.0;3.0;4.0;735.0;2058.0;1.0;3.0;2.0;30.0
5.0;1950.0;3.0;3.0;876.0;988.0;1.0;3.0;1.0;35.0
7.0;1968.0;4.0;3.0;2110.0;2110.0;2.0;5.0;2.0;35.0
7.0;2003.0;4.0;4.0;1405.0;1405.0;2.0;4.0;2.0;35.0
5.0;1968.0;3.0;3.0;864.0;874.0;1.0;3.0;1.0;30.0
7.0;1974.0;4.0;3.0;1192.0;2167.0;2.0;4.0;2.0;49.0
7.0;2003.0;4.0;4.0;746.0;1656.0;2.0;4.0;2.0;35.0
6.0;1931.0;3.0;3.0;884.0;1367.0;1.0;3.0;1.0;36.0
8.0;1994.0;4.0;4.0;1986.0;1987.0;2.0;4.0;2.0;40.0
5.0;1922.0;3.0;2.0;864.0;864.0;1.0;3.0;0.0;40.0
7.0;2005.0;4.0;4.0;856.0;1166.0;2.0;4.0;2.0;35.0
6.0;1969.0;3.0;4.0;1054.0;1054.0;1.0;3.0;2.0;48.0
6.0;1999.0;3.0;4.0;841.0;1675.0;2.0;3.0;2.0;30.0
5.0;1956.0;3.0;3.0;1050.0;1050.0;1.0;3.0;1.0;30.0
4.0;1957.0;3.0;3.0;1104.0;1788.0;1.0;3.0;1.0;20.0
6.0;1919.0;3.0;3.0;764.0;1824.0;1.0;3.0;2.0;36.0
6.0;1998.0;4.0;4.0;1405.0;1337.0;2.0;4.0;2.0;30.0
7.0;1999.0;4.0;4.0;691.0;1452.0;2.0;4.0;2.0;35.0
7.0;1910.0;2.0;3.0;925.0;1889.0;1.0;3.0;1.0;28.0
9.0;2008.0;5.0;5.0;2002.0;2018.0;2.0;5.0;3.0;45.0
8.0;1935.0;3.0;3.0;728.0;3447.0;3.0;4.0;3.0;72.0
5.0;1958.0;3.0;3.0;874.0;1524.0;1.0;3.0;1.0;25.0
7.0;1979.0;4.0;4.0;1332.0;1524.0;0.0;4.0;2.0;42.0
6.0;1968.0;3.0;3.0;1489.0;1489.0;2.0;4.0;2.0;42.0
5.0;1965.0;3.0;3.0;935.0;935.0;1.0;3.0;1.0;30.0
6.0;1959.0;3.0;3.0;1019.0;1357.0;1.0;5.0;1.0;42.0
5.0;1910.0;3.0;3.0;661.0;1250.0;2.0;3.0;2.0;30.0
5.0;1948.0;3.0;3.0;928.0;1920.0;2.0;3.0;2.0;25.0
6.0;1972.0;3.0;3.0;723.0;1395.0;1.0;3.0;2.0;36.0
6.0;1967.0;3.0;4.0;1680.0;1724.0;1.0;3.0;2.0;30.0
8.0;2002.0;4.0;4.0;1128.0;2031.0;2.0;4.0;2.0;40.0
4.0;1920.0;3.0;3.0;698.0;1128.0;1.0;3.0;2.0;16.0
7.0;2002.0;4.0;4.0;1573.0;1573.0;2.0;4.0;2.0;35.0
7.0;1990.0;3.0;4.0;1309.0;1339.0;2.0;3.0;2.0;35.0
5.0;1977.0;3.0;4.0;1040.0;1040.0;2.0;4.0;2.0;35.0
6.0;1971.0;3.0;3.0;912.0;1824.0;2.0;3.0;0.0;30.0
6.0;1919.0;3.0;3.0;804.0;2447.0;2.0;4.0;1.0;42.0
6.0;1939.0;3.0;3.0;780.0;1412.0;1.0;3.0;1.0;36.0
6.0;1963.0;3.0;3.0;1328.0;1328.0;1.0;3.0;2.0;30.0
5.0;1964.0;3.0;3.0;1624.0;1582.0;2.0;3.0;2.0;25.0
8.0;2000.0;4.0;4.0;1501.0;1659.0;2.0;5.0;2.0;40.0
8.0;2006.0;4.0;4.0;1085.0;1970.0;2.0;5.0;3.0;40.0
5.0;1964.0;3.0;3.0;1152.0;1152.0;1.0;3.0;2.0;35.0
5.0;1972.0;3.0;3.0;630.0;1302.0;2.0;3.0;1.0;35.0
5.0;1892.0;3.0;3.0;994.0;2372.0;2.0;3.0;1.0;20.0
7.0;1976.0;3.0;4.0;832.0;1664.0;2.0;3.0;2.0;35.0
5.0;1955.0;3.0;3.0;864.0;864.0;1.0;3.0;2.0;35.0
5.0;1968.0;3.0;3.0;1052.0;1052.0;1.0;3.0;1.0;25.0
5.0;1963.0;3.0;3.0;1120.0;1128.0;2.0;3.0;2.0;30.0
6.0;2005.0;3.0;4.0;547.0;1072.0;2.0;3.0;2.0;30.0
5.0;1959.0;3.0;3.0;1246.0;1246.0;1.0;4.0;1.0;35.0
7.0;1999.0;4.0;4.0;978.0;1983.0;2.0;4.0;2.0;35.0
6.0;1942.0;3.0;3.0;771.0;1494.0;1.0;4.0;1.0;42.0
8.0;1994.0;4.0;4.0;1165.0;2526.0;2.0;4.0;3.0;40.0
7.0;2005.0;4.0;4.0;1616.0;1616.0;2.0;4.0;3.0;35.0
7.0;2004.0;4.0;4.0;976.0;1708.0;2.0;4.0;2.0;35.0
9.0;2006.0;4.0;5.0;1652.0;1652.0;2.0;5.0;2.0;45.0
7.0;2005.0;4.0;4.0;1368.0;1368.0;2.0;4.0;2.0;35.0
5.0;1994.0;3.0;4.0;990.0;990.0;1.0;3.0;2.0;25.0
5.0;1948.0;3.0;3.0;924.0;1122.0;1.0;4.0;2.0;35.0
6.0;1991.0;3.0;4.0;1278.0;1294.0;2.0;4.0;2.0;30.0
7.0;1959.0;4.0;4.0;1902.0;1902.0;2.0;5.0;2.0;56.0
7.0;2005.0;4.0;4.0;1274.0;1274.0;2.0;4.0;2.0;35.0
8.0;1990.0;4.0;5.0;1453.0;2810.0;2.0;4.0;2.0;40.0
9.0;1999.0;4.0;4.0;1393.0;2599.0;2.0;4.0;3.0;45.0
4.0;1954.0;3.0;3.0;948.0;948.0;1.0;3.0;1.0;24.0
